n;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12
22;0.009973176;0.050850718;0.180491734;0.53458158;0.511985983;0.518656941;0.552771577;0.552771577;0.560119316;0.569132748;0.569132748;0.543319338
23;0.010582139;0.068768123;0.231803342;0.628716673;0.839914493;0.955236933;0.962947194;0.962947194;0.962947194;0.978018204;0.978018204;0.978018204
24;0.009567096;0.078396724;0.279973066;0.590221242;0.854752041;0.947604375;0.96992205;0.96992205;0.984922729;0.985037532;0.992480638;0.97744137
25;0.010176185;0.051354885;0.226191501;0.638059406;0.753020419;0.889765005;0.920640293;0.956758776;0.985037532;0.985037532;0.985037532;0.977672131
26;0.01200232;0.058497376;0.206873665;0.521578513;0.847099554;0.90303958;0.985037532;0.970269935;0.985037532;0.992480638;0.992480638;0.985267111
27;0.010379172;0.064429446;0.248895813;0.599342007;0.856378008;0.948310553;0.978018204;0.992594854;0.992594854;0.992594854;0.992594854;0.992594854
28;0.009770146;0.065810988;0.340754425;0.51156424;0.799468324;0.823657375;0.823657375;0.823657375;0.923035481;0.923035481;0.992480638;0.984922729
29;0.009973176;0.071130583;0.231080186;0.648631801;0.94005102;0.962481039;0.970038021;0.970038021;0.97744137;0.984922729;0.984922729;0.96992205
30;0.010176185;0.060476749;0.215463855;0.652756602;0.806970847;0.851494959;0.910659504;0.932578366;0.970038021;0.977672131;0.977672131;0.970153982
31;0.011190914;0.046977079;0.315200915;0.759150794;0.866222166;0.925904697;0.985037532;0.949134006;0.977556755;0.985037532;0.985037532;0.949016398
32;0.0117995;0.0479729;0.321408092;0.548402827;0.918121251;0.94028764;0.977787497;0.985381887;0.985381887;0.985381887;1;0.977787497
33;0.012813391;0.04876919;0.133083205;0.527712127;0.841682335;0.962830669;0.977672131;0.977672131;0.977672131;0.977672131;0.985267111;0.970965462
34;0.011190914;0.049963015;0.173791911;0.571083697;0.86833232;0.911503803;0.977556755;0.977556755;0.977556755;0.985037532;0.985037532;0.985037532
35;0.010785085;0.089342374;0.195296828;0.6409235;0.91836134;0.94819288;0.970153982;0.970153982;0.985037532;0.985037532;0.985037532;0.985037532
36;0.010379172;0.050161914;0.250149029;0.690530795;0.84684801;0.878346938;0.970153982;0.970153982;0.984922729;0.992480638;0.992480638;0.984922729
37;0.01098801;0.059883149;0.237218035;0.568545382;0.778058599;0.935073382;0.962830669;0.970153982;0.970153982;0.970153982;0.977787497;0.941351965
38;0.010582139;0.056119462;0.226372794;0.578527236;0.822891139;0.862366768;0.977672131;0.970153982;0.985037532;0.985037532;0.985037532;0.977672131
39;0.01098801;0.056912424;0.318824353;0.684829544;0.81276713;0.868580383;0.962364478;0.954885518;0.962364478;0.96992205;0.992594854;0.992594854
40;0.009567096;0.060081036;0.326392885;0.717375491;0.868828406;0.892453613;0.908244625;0.93459846;0.942533663;0.942533663;0.963296714;0.926979247
41;0.013016106;0.061663404;0.25711569;0.684829544;0.912829609;0.912829609;0.970385879;0.970385879;0.977672131;0.977672131;0.977672131;0.970385879
42;0.012610654;0.081726081;0.331877437;0.827864948;0.926979247;0.926979247;0.963646153;0.963646153;0.978018204;0.978018204;0.978018204;0.978018204
43;0.010582139;0.068374099;0.363766041;0.784878573;0.892819874;0.940642499;0.940642499;0.940642499;0.940642499;0.955471164;0.985037532;0.970153982
44;0.01098801;0.057705062;0.286301335;0.844834187;0.949016398;0.97744137;0.984922729;0.97744137;0.97744137;0.984922729;0.984922729;0.985037532
45;0.012610654;0.051156108;0.219653179;0.604030099;0.918121251;0.947604375;0.970501814;0.955002665;0.992480638;1;1;0.977556755
46;0.012610654;0.065810988;0.466161113;0.677429931;0.851244129;0.881424701;0.933172793;0.955822441;0.955822441;0.955822441;0.955822441;0.896964693
47;0.011393797;0.051156108;0.24602812;0.625975729;0.925546343;0.926024129;0.970038021;0.970038021;0.985037532;0.985037532;0.985037532;0.985037532
48;0.0117995;0.064429446;0.262812313;0.555043279;0.898059965;0.977672131;0.985037532;0.985037532;0.992480638;1;1;0.992480638
49;0.01098801;0.051354885;0.212361331;0.563906831;0.917640957;0.947486646;0.947486646;0.962481039;0.977672131;0.985037532;0.992594854;0.985037532
50;0.012407897;0.056119462;0.290157852;0.565703912;0.889520351;0.962597592;0.977787497;0.970153982;0.977787497;0.985381887;0.985381887;0.985267111
51;0.0117995;0.049366194;0.232887547;0.622362307;0.85387581;0.88289983;0.884741744;0.942415535;0.97744137;0.97744137;0.97744137;0.984922729
52;0.009567096;0.047176284;0.204490657;0.616709611;0.852247203;0.896112269;0.948310553;0.948310553;0.940524222;0.955822441;0.948310553;0.919081381
53;0.012407897;0.04876919;0.248179307;0.585642164;0.855252521;0.905220608;0.940169335;0.970038021;0.985037532;0.985037532;0.985037532;0.977556755
54;0.011596659;0.069949713;0.300111982;0.686221936;0.911262623;0.977672131;0.977672131;0.985267111;0.992594854;0.992594854;0.992594854;0.992594854
55;0.008348351;0.066008271;0.555796231;0.670558799;0.896964693;0.947839805;0.955236933;0.947839805;0.955236933;0.955236933;0.984922729;0.96992205
56;0.010379172;0.054334114;0.173418971;0.709162929;0.867960151;0.917881123;0.947722094;0.947722094;0.947722094;0.977672131;0.977672131;0.970269935
57;0.01098801;0.059289368;0.190867702;0.785271136;0.841051194;0.927098594;0.962947194;0.985152326;0.985152326;0.985152326;0.985152326;0.985152326
58;0.012205119;0.06955593;0.223288419;0.502268095;0.833203643;0.891232106;0.899032878;0.9069148;0.9069148;0.899032878;0.899032878;0.933766985
59;0.011190914;0.072703956;0.218925278;0.631453088;0.831426113;0.852748496;0.90303958;0.916679911;0.916679911;0.978133543;0.978133543;0.970501814
60;0.01098801;0.056119462;0.233790567;0.587563945;0.868828406;0.948781153;0.963879066;0.992594854;0.992594854;0.992594854;0.992594854;0.970501814
61;0.011596659;0.063046918;0.215463855;0.621783428;0.807228916;0.896964693;0.831299069;0.933529337;0.94889878;0.985037532;0.992594854;0.962481039
62;0.01200232;0.060872381;0.188834183;0.536262314;0.805292364;0.943832456;0.943832456;0.985037532;0.985037532;0.985037532;0.985037532;0.992480638
63;0.011190914;0.063244482;0.483994892;0.811480921;0.861494856;0.955236933;0.955236933;0.955236933;0.962714135;0.970153982;0.970153982;0.962714135
64;0.009364024;0.067191546;0.426206799;0.749009605;0.911383218;0.940879025;0.940879025;0.948075197;0.985037532;0.977672131;0.985037532;0.970153982
65;0.011596659;0.071720748;0.320202806;0.89842488;0.955705358;0.96306371;0.970501814;0.970501814;0.970501814;0.970501814;0.970501814;0.970501814
66;0.011190914;0.065021656;0.455499949;0.632891491;0.841429909;0.984922729;0.977787497;0.985381887;1;1;1;0.977556755
67;0.0117995;0.067585811;0.308799093;0.679946775;0.805809012;0.865973722;0.891232106;0.914996609;0.956758776;0.956758776;0.956758776;0.948663517
68;0.011190914;0.050559653;0.217104279;0.785009439;0.904615081;0.926740524;0.970153982;0.948428217;0.985037532;0.985037532;0.985037532;0.970153982
69;0.012813391;0.073686664;0.114706691;0.615692986;0.92685989;0.948545872;0.963529682;0.963529682;0.963529682;0.985037532;0.992480638;0.985037532
70;0.011596659;0.05175238;0.277153463;0.470597227;0.728938765;0.881547682;0.924351216;0.918121251;0.97744137;0.97744137;0.985037532;0.962830669
71;0.008957818;0.053540099;0.229271063;0.491045982;0.492286638;0.552838041;0.613562057;0.569132748;0.569132748;0.570815451;0.570815451;0.567659861
72;0.010582139;0.097899107;0.35736599;0.5238812;0.802835961;0.872420245;0.977672131;0.977672131;0.977672131;0.985037532;0.985037532;0.897329871
73;0.011190914;0.056317733;0.388973525;0.651477598;0.863113729;0.962830669;0.962830669;0.962830669;0.970501814;0.970501814;0.970501814;0.962830669
74;0.012407897;0.049167213;0.167254784;0.622217606;0.904009313;0.911142018;0.933410498;0.947957506;0.970038021;0.970038021;0.970038021;0.977787497
75;0.012407897;0.061465679;0.39988014;0.801541571;0.94005102;0.94005102;0.955119804;0.970153982;0.970153982;0.970153982;0.970153982;0.970153982
76;0.01098801;0.060278902;0.35736599;0.661823139;0.711631087;0.813152787;0.878839796;0.879086166;0.914154256;0.992480638;0.992480638;0.900126663
77;0.009160932;0.062058794;0.241897999;0.751283638;0.913431865;0.955354053;0.985152326;0.977672131;0.977672131;0.977672131;1;0.970038021
78;0.009973176;0.065810988;0.250506935;0.671823012;0.912829609;0.970038021;0.977672131;0.977672131;0.985037532;0.985037532;0.992594854;0.985037532
79;0.012813391;0.059487315;0.474074808;0.773056104;0.867711987;0.876127113;0.933885796;0.97744137;0.985037532;0.985037532;0.985037532;0.970038021
80;0.01200232;0.067782913;0.263523153;0.535348272;0.796743029;0.919561218;0.962714135;0.970153982;0.970153982;0.977672131;0.977672131;0.970153982
81;0.012205119;0.055326177;0.287704647;0.837512052;0.955588265;0.970385879;0.970501814;0.978133543;0.978133543;0.992480638;1;0.985267111
82;0.012610654;0.046777853;0.321063807;0.608996807;0.855127416;0.870934986;0.955119804;0.955119804;0.955119804;0.970153982;0.970153982;0.962714135
83;0.011596659;0.055921171;0.410719986;0.811352242;0.970269935;0.970269935;0.977787497;0.985037532;0.992480638;0.992480638;0.992480638;0.984922729
84;0.010278404;0.041787178;0.194824658;0.52474387;0.802404502;0.926034988;0.540227556;0.545444542;0.556294631;0.556294631;0.556294631;0.947640726
85;0.009567096;0.050360794;0.225647519;0.554742004;0.888418922;0.895624956;0.903524524;0.903524524;0.918841406;0.933648166;0.941351965;0.955002665
86;0.011190914;0.052149793;0.172486298;0.394269958;0.911865502;0.911865502;0.96992205;0.96992205;0.97744137;0.97744137;0.97744137;0.977556755
87;0.010379172;0.058893412;0.248537595;0.732323959;0.815464732;0.91270913;0.93483594;0.977672131;1;1;1;0.984922729
88;0.011190914;0.067191546;0.287178531;0.548856413;0.639778459;0.926024129;0.947957506;0.947957506;0.947957506;0.985381887;0.970385879;0.985381887
89;0.012610654;0.055127805;0.220017023;0.610600519;0.883514048;0.970269935;0.962597592;0.985267111;0.985267111;0.985267111;1;0.977672131
90;0.012610654;0.053738634;0.419213843;0.740957628;0.788930353;0.955236933;0.936141408;0.977556755;0.985037532;0.985037532;0.985037532;0.977672131
91;0.009567096;0.068768123;0.327594054;0.750882573;0.810451191;0.849361609;0.955354053;0.962714135;0.977787497;0.977787497;0.985152326;0.977787497
92;0.012205119;0.061070167;0.237218035;0.571382071;0.903766938;0.93424217;0.962947194;0.978018204;0.978018204;0.985267111;0.992594854;0.992594854
93;0.011596659;0.068571121;0.282612506;0.789582892;0.922796133;0.929602703;0.950192067;0.992594854;0.992594854;0.992594854;0.992594854;0.970501814
94;0.011596659;0.063639551;0.330165303;0.673927863;0.940642499;0.955822441;0.970733656;0.970733656;0.970733656;0.970733656;1;1
95;0.013421474;0.056317733;0.346535038;0.537936784;0.940524222;0.96992205;0.96992205;0.96992205;0.96992205;0.96992205;0.96992205;0.984922729
96;0.013624127;0.060674575;0.158064601;0.453743354;0.845086058;0.940879025;0.955236933;0.962947194;0.977556755;0.977556755;0.977556755;0.977556755
97;0.012407897;0.07427605;0.456616861;0.76525764;0.836372753;0.970501814;0.955471164;0.992480638;1;0.992480638;0.992480638;0.955588265
98;0.0117995;0.071720748;0.192714443;0.56839595;0.858876154;0.940524222;0.963296714;0.963296714;0.963296714;0.963296714;0.970501814;0.963296714
99;0.0117995;0.061861109;0.384990808;0.563457262;0.925307393;0.962947194;0.948075197;0.962947194;0.970269935;0.992480638;0.992480638;0.977556755
100;0.013016106;0.054731;0.217650766;0.87043958;0.91270913;0.985037532;1;1;1;1;1;0.992480638
101;0.01098801;0.04876919;0.225284775;0.321235958;0.580156723;0.602932124;0.62415529;0.539491727;0.547310649;0.54909986;0.54909986;0.541971075
102;0.010582139;0.058497376;0.19474376;0.632891491;0.940405935;0.970269935;0.970269935;0.985037532;0.992480638;0.992480638;0.992480638;0.992480638
103;0.01098801;0.051951096;0.299240985;0.830663693;0.883145547;0.934360943;0.962597592;0.934360943;0.934360943;0.962597592;0.984922729;0.934360943
104;0.011596659;0.05095731;0.155242325;0.611328969;0.835486054;0.920040902;0.92685989;0.970269935;0.985037532;0.985037532;0.985037532;0.962830669
105;0.010785085;0.049454233;0.215027439;0.382823475;0.496762686;0.518989325;0.547269272;0.547269272;0.547269272;0.552491534;0.552491534;0.970038021
106;0.013826759;0.061465679;0.255331875;0.767640899;0.86012371;0.875262978;0.898181613;0.939932697;0.939932697;0.939932697;0.939932697;0.962481039
107;0.011393797;0.064626869;0.190313324;0.577932963;0.903282071;0.940642499;0.970038021;0.940997274;0.970038021;0.970038021;0.970038021;0.970038021
108;0.01098801;0.058893412;0.278740024;0.741361192;0.911624379;0.963296714;0.90291832;0.985152326;0.985152326;0.985152326;0.985152326;0.985152326
109;0.012205119;0.058497376;0.198059724;0.693027482;0.874768968;0.866222166;0.912227114;0.925546343;0.93329165;0.948428217;0.962714135;0.970385879
110;0.01200232;0.072703956;0.360737289;0.720376316;0.865600981;0.903282071;0.926262965;0.962481039;0.962481039;0.962481039;0.962481039;0.962481039
111;0.01098801;0.051156108;0.226010192;0.665492156;0.896842947;0.904372803;0.904857321;0.955354053;0.955354053;0.977672131;0.97744137;0.955236933
112;0.010582139;0.061861109;0.198611814;0.536262314;0.855877893;0.855877893;0.970038021;0.977672131;0.977672131;0.977672131;0.977672131;0.977672131
113;0.009364024;0.072507354;0.262634561;0.639062404;0.948545872;0.977787497;0.985152326;1;1;1;1;0.992594854
114;0.010785085;0.04159083;0.231984086;0.595523222;0.823018872;0.876250521;0.876250521;0.876867412;0.94028764;0.94028764;0.94819288;0.910538851
115;0.010582139;0.059883149;0.478805748;0.750615141;0.889642683;0.897938307;0.96992205;0.934717205;0.934717205;0.96992205;0.96992205;0.96992205
116;0.01200232;0.063639551;0.329822681;0.668449604;0.832061179;0.90316083;0.948428217;0.948428217;0.977787497;0.962947194;0.977787497;0.977672131
117;0.01098801;0.051951096;0.270970413;0.682459741;0.940879025;0.96992205;0.96992205;0.97744137;0.984922729;0.992480638;0.992480638;0.984922729
118;0.011596659;0.071720748;0.182534796;0.735432041;0.864979545;0.992480638;0.992480638;0.992480638;0.992480638;0.992480638;1;1
119;0.011393797;0.066008271;0.242257507;0.757287525;0.900733981;0.97744137;0.97744137;0.97744137;0.97744137;0.97744137;0.977556755;0.985037532
120;0.010379172;0.050559653;0.455659552;0.833837982;0.869696171;0.918841406;0.933529337;0.926024129;0.941115513;0.941115513;0.941115513;0.933885796
121;0.009567096;0.059289368;0.442362598;0.596258281;0.861121028;0.941233744;0.985037532;0.936022776;0.992480638;1;0.992480638;0.97744137
122;0.010582139;0.066008271;0.169498639;0.489325039;0.789582892;0.895259368;0.925187904;0.932578366;0.932578366;0.932578366;0.932578366;0.94005102
123;0.010785085;0.058299328;0.34534643;0.782127896;0.818029555;0.920640293;0.970038021;0.962481039;0.977556755;0.977556755;0.985152326;0.962597592
124;0.011596659;0.052944376;0.205040852;0.664928226;0.897694962;0.918001191;0.955119804;0.962597592;0.977787497;0.970153982;0.977787497;0.940760766
125;0.010582139;0.067388688;0.492921417;0.739072985;0.808389699;0.964111943;0.985267111;0.992594854;1;0.992594854;1;0.992480638
126;0.0117995;0.060872381;0.192714443;0.737186121;0.881301709;0.93329165;0.970153982;0.985037532;0.985037532;0.985037532;0.992594854;0.992594854
127;0.010785085;0.057506933;0.402020522;0.681762083;0.849110433;0.858251997;0.970501814;0.970733656;0.970733656;0.970733656;0.970733656;0.970269935
128;0.011190914;0.067979995;0.540369439;0.837638589;0.881055696;0.904736206;0.962481039;0.985037532;0.985037532;0.992480638;0.992480638;0.964111943
129;0.011190914;0.076239371;0.229452055;0.610891938;0.779503743;0.940169335;0.955002665;0.970269935;0.985037532;0.985037532;0.985037532;0.977556755
130;0.009973176;0.070540238;0.278035055;0.842943845;0.90388813;0.956173635;0.992480638;0.963879066;0.992480638;0.992480638;0.992480638;0.992480638
131;0.010379172;0.054731;0.358546667;0.899519102;0.984922729;0.984922729;0.992480638;0.992480638;1;1;1;1
132;0.011393797;0.05274576;0.38366125;0.845715557;0.947486646;0.970153982;0.970501814;0.992594854;0.992594854;0.992594854;0.992594854;0.985037532
133;0.01200232;0.049366194;0.330679114;0.604907653;0.911624379;0.926979247;0.970501814;0.970501814;0.985037532;0.992480638;0.992480638;0.977672131
134;0.011393797;0.059487315;0.33050786;0.654602297;0.903282071;0.911142018;0.940997274;0.970385879;0.978018204;0.978018204;0.978018204;0.978018204
135;0.0117995;0.070933821;0.394600461;0.561357689;0.806325489;0.905946922;0.955822441;0.955822441;0.985037532;0.985037532;0.985037532;0.949134006
136;0.013421474;0.05572286;0.272385521;0.667605164;0.861494856;0.955119804;0.977556755;0.985267111;0.992594854;0.992594854;0.992594854;0.977672131
137;0.011190914;0.062454104;0.399056227;0.784616811;0.802188899;0.970038021;0.97744137;0.97744137;0.992480638;0.992480638;0.992480638;0.962597592
138;0.012205119;0.055326177;0.288405899;0.865725238;0.918121251;0.93293505;0.970153982;0.977556755;0.977556755;0.977556755;0.977556755;0.985037532
139;0.011190914;0.087587437;0.361074071;0.630733417;0.807615939;0.933885796;0.977672131;0.977672131;0.977672131;0.977672131;0.977672131;0.977672131
140;0.013826759;0.052348469;0.234332168;0.690530795;0.75782011;0.932816165;0.962481039;0.962481039;0.962481039;0.962481039;0.970038021;0.970038021
141;0.010785085;0.085245032;0.27026245;0.550216441;0.913311433;0.970153982;0.970153982;0.984922729;0.984922729;0.984922729;0.984922729;1
142;0.012610654;0.065613685;0.242077762;0.439787658;0.890498732;0.940879025;0.962597592;0.962597592;0.970269935;0.992480638;0.985037532;0.977787497
143;0.010379172;0.067388688;0.449584355;0.91258864;0.992480638;1;1;1;1;1;1;1
144;0.010582139;0.058101259;0.403007519;0.70311374;0.855627775;0.908727908;0.955354053;0.985037532;0.985037532;0.985037532;0.992594854;0.955354053
145;0.011190914;0.066008271;0.353142927;0.707103246;0.878962986;0.956290682;0.956290682;0.956290682;0.985037532;0.985037532;0.985037532;0.955939515
146;0.0117995;0.05175238;0.294530391;0.605638595;0.734081441;0.96992205;0.984922729;0.97744137;0.984922729;0.984922729;0.984922729;0.96992205
147;0.012407897;0.066402776;0.312089336;0.871306435;0.93424217;0.93459846;0.941706572;0.970269935;0.970269935;0.970269935;0.977672131;0.970153982
148;0.012407897;0.075846867;0.173978353;0.677849675;0.833330531;0.890254195;0.928172293;0.935310787;0.964926726;1;1;1
149;0.011393797;0.071720748;0.1917913;0.559856395;0.910780147;0.925426873;0.955119804;0.96992205;0.970153982;0.977556755;0.977556755;0.962714135
150;0.009567096;0.090316648;0.396086961;0.869448288;0.891109901;0.92243704;0.970269935;0.970269935;0.970269935;0.970269935;0.970269935;0.962481039
151;0.011596659;0.055524528;0.201186083;0.575404958;0.858376849;0.977672131;0.977672131;0.977672131;0.977672131;0.977672131;0.977672131;0.985037532
152;0.013624127;0.075650584;0.255510334;0.822635644;0.845211978;0.883145547;0.934123388;0.934123388;0.955705358;0.955705358;0.978018204;0.970153982
153;0.013421474;0.062058794;0.522192867;0.748875738;0.783569325;0.868580383;0.977787497;0.985381887;1;0.992594854;0.992594854;0.992480638
154;0.010176185;0.051156108;0.256937386;0.698700088;0.878839796;0.948310553;1;1;1;1;1;1
155;0.011393797;0.050758491;0.231080186;0.551726306;0.899397561;0.962947194;0.970501814;0.962947194;0.962947194;0.962947194;0.970501814;0.962947194
156;0.011596659;0.053341545;0.294879742;0.657721067;0.905462752;0.91295008;0.963529682;0.949486776;0.963529682;0.985037532;0.985037532;1
157;0.010176185;0.062058794;0.230175845;0.722827385;0.818926248;0.857127877;0.970038021;0.977672131;0.992480638;0.985037532;0.992480638;0.985037532
158;0.011393797;0.057110614;0.383827499;0.647777102;0.844456303;0.91836134;0.933172793;0.970038021;0.985267111;0.992594854;1;0.977672131
159;0.011190914;0.065416362;0.373323371;0.52725287;0.84998937;0.940879025;0.970153982;0.970153982;0.977672131;0.970153982;0.977672131;0.955471164
160;0.0117995;0.066994384;0.167628945;0.716282895;0.920280687;0.920280687;0.929245228;0.929245228;0.929245228;0.929245228;0.977556755;0.942179251
161;0.0117995;0.054334114;0.233248807;0.655453458;0.759017776;0.779372421;0.885477888;0.890743229;0.977672131;0.977672131;0.977672131;0.947957506
162;0.01098801;0.064034538;0.227460175;0.531839893;0.955119804;0.955119804;0.970038021;0.970038021;0.970038021;0.970038021;0.970038021;0.97744137
163;0.010785085;0.0479729;0.43025972;0.661964407;0.859000955;0.838018138;0.949016398;0.949016398;0.985037532;0.985037532;0.985037532;0.984922729
164;0.008754683;0.050758491;0.184204338;0.836372753;0.895746799;0.917881123;0.93293505;0.948310553;0.977787497;0.985381887;0.985381887;0.978133543
165;0.011190914;0.066599999;0.443648649;0.849236026;0.885845827;0.923633684;0.923753296;0.992480638;0.992480638;1;1;0.992480638
166;0.011393797;0.071917429;0.43058355;0.77226479;0.92733726;0.970385879;0.992594854;0.992594854;0.992594854;0.992594854;0.992594854;0.970385879
167;0.01200232;0.07073704;0.360231999;0.629869399;0.697594795;0.89379614;0.947722094;0.947839805;0.947839805;0.955354053;0.978018204;0.962597592
168;0.011393797;0.043587473;0.336662786;0.705316063;0.86012371;0.9182413;0.940760766;0.955119804;0.96992205;0.96992205;0.96992205;0.940405935
169;0.009973176;0.05274576;0.220562655;0.543860294;0.940760766;0.955236933;0.962597592;0.962597592;0.962597592;0.962597592;0.962597592;0.96992205
170;0.010176185;0.041191255;0.085049703;0.355843493;0.389367408;0.515220945;0.53152164;0.54522521;0.556182448;0.556182448;0.570815451;0.955237962
171;0.013218801;0.083290852;0.30063438;0.518349534;0.955471164;0.962830669;0.985037532;0.985037532;0.985037532;0.984922729;0.985037532;0.970153982
172;0.010785085;0.058299328;0.369975743;0.717648524;0.900126663;0.962830669;0.985037532;0.985037532;0.985037532;0.992594854;0.992594854;0.992594854
173;0.012407897;0.047773776;0.427666928;0.803870705;0.888051602;0.962714135;0.962714135;0.962714135;0.970038021;0.970038021;0.970038021;0.970038021
174;0.012610654;0.078396724;0.338539274;0.702287096;0.918961398;0.948310553;0.955822441;0.963413203;0.992480638;1;1;1
175;0.010785085;0.059487315;0.299066736;0.574958445;0.876744054;0.930436482;0.930436482;0.930436482;0.930436482;0.943950473;0.943950473;0.929840973
176;0.010582139;0.070540238;0.297846523;0.675749876;0.876744054;0.941115513;0.941115513;0.977787497;0.977787497;0.977787497;0.977787497;0.970153982
177;0.01200232;0.05175238;0.212178669;0.641638747;0.890254195;0.93424217;0.970385879;0.985381887;0.977787497;0.977787497;0.985381887;0.977787497
178;0.0117995;0.053341545;0.234151651;0.754088267;0.947604375;0.962597592;0.962597592;0.970153982;0.970153982;0.970153982;0.970153982;0.962597592
179;0.01098801;0.060081036;0.210899531;0.627563144;0.863113729;0.962947194;0.977556755;0.977556755;0.985037532;0.985037532;0.985037532;0.977787497
180;0.013218801;0.069359008;0.428801746;0.817645099;0.985037532;0.992594854;0.992594854;0.992594854;0.992594854;0.992594854;0.992594854;0.992594854
181;0.013016106;0.055921171;0.21910728;0.74659827;0.888174052;0.918841406;0.933529337;0.948428217;0.948428217;0.985152326;0.985152326;0.978018204
182;0.013016106;0.057506933;0.339050705;0.595229107;0.934123388;0.978133543;0.978133543;0.978133543;0.992594854;0.992594854;0.992594854;0.985381887
183;0.012813391;0.10371148;0.273622845;0.716282895;0.798819873;0.879332496;0.977672131;0.920520434;0.992594854;0.992594854;0.992594854;0.992594854
184;0.012610654;0.061267933;0.157312406;0.444291319;0.766317308;0.940524222;0.955471164;0.97744137;0.985037532;0.985037532;0.985037532;0.94819288
185;0.011596659;0.055921171;0.334100785;0.717648524;0.883268391;0.884250784;0.93483594;0.927098594;0.955705358;0.955705358;0.955705358;0.977787497
186;0.013826759;0.05572286;0.190867702;0.530617892;0.977787497;0.985381887;1;1;1;1;1;0.992480638
187;0.010785085;0.092847457;0.296101943;0.851369549;0.921119634;0.962830669;0.977556755;0.992480638;0.992480638;0.992480638;0.992480638;0.992594854
188;0.012205119;0.060674575;0.375161893;0.547646582;0.782521144;0.878839796;0.985152326;0.558035767;0.550985556;0.550985556;0.565273813;0.985152326
189;0.01098801;0.072114091;0.388641973;0.718057987;0.867711987;0.897208155;0.941470176;0.977672131;0.985037532;0.985037532;0.985037532;0.97744137
190;0.011393797;0.050758491;0.362757026;0.627851602;0.674628878;0.926024129;0.955236933;0.955236933;0.955236933;0.955236933;0.955354053;0.962597592
191;0.01423196;0.072900537;0.17099306;0.524494726;0.733000141;0.866718934;0.94005102;0.962481039;0.962481039;0.962481039;0.962481039;0.962481039
192;0.010176185;0.053540099;0.389305015;0.6906696;0.851620358;0.962830669;0.985037532;0.985037532;0.985037532;0.985037532;0.985037532;0.985037532
