n;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12
60;0.007128851;0.413991698;0.512954329;0.565105097;0.780028922;0.460918254;0.796613135;0.564805611;0.905462752;0.905462752;0.940997274;0.783831262
61;0.0117995;0.346365285;0.375161893;0.390133471;0.610746235;0.385156933;0.53077069;0.385987324;0.470755451;0.640064793;0.706553554;0.888174052
62;0.010176185;0.403007519;0.577932963;0.621349136;0.72541058;0.226191501;0.595670259;0.5941993;0.600368652;0.801671058;0.842313218;0.822252322
63;0.013218801;0.459007836;0.409573452;0.445094326;0.681343346;0.446538808;0.565254821;0.804517074;0.835105885;0.932816165;0.932816165;0.877977191
64;0.007128851;0.366957502;0.406457675;0.44445195;0.588302506;0.445094326;0.68273872;0.866843101;0.910418189;0.917761044;0.917761044;0.962481039
65;0.009973176;0.418724924;0.622362307;0.67196342;0.818029555;0.258185151;0.603444807;0.68064521;0.786055969;0.947722094;0.955471164;0.784616811
66;0.007535435;0.488072366;0.487445689;0.513726113;0.727175641;0.420679786;0.662952943;0.673226547;0.808905326;0.896477652;0.925426873;0.904009313
67;0.022721905;0.310877835;0.323988148;0.337686567;0.606515303;0.610746235;0.753687908;0.734216552;0.857002924;0.857002924;0.869944014;0.837765116
68;0.013218801;0.329822681;0.355171238;0.384159951;0.608996807;0.575702568;0.695381945;0.608996807;0.698561968;0.783176339;0.889275658;0.94819288
69;0.010582139;0.353481138;0.57093449;0.583273869;0.773978805;0.371817715;0.47502203;0.757287525;0.739880961;0.810322428;0.896477652;0.833584278
70;0.005501674;0.263167768;0.367460896;0.374994833;0.572425965;0.614239585;0.806454582;0.841429909;0.872915012;0.88572319;0.88572319;0.907882061
71;0.008145154;0.126977343;0.113359797;0.152866838;0.282838662;0.536719151;0.635190337;0.714916108;0.799079285;0.912106586;0.912106586;0.836752612
72;0.006315431;0.307411942;0.348401265;0.35365022;0.683714772;0.527099756;0.679108259;0.785271136;0.873409619;0.873409619;0.873409619;0.881301709
73;0.009567096;0.485093621;0.443970014;0.499313801;0.730970738;0.419050885;0.588302506;0.742302444;0.754888684;0.775954212;0.785140293;0.825953824
74;0.028361503;0.37849981;0.46473281;0.487445689;0.719558463;0.491045982;0.657012775;0.673787624;0.673787624;0.925785255;0.925785255;0.94028764
75;0.015649504;0.478490754;0.451825048;0.478175702;0.731647491;0.418072821;0.50785182;0.611037628;0.719285753;0.638202729;0.88289983;0.876250521
76;0.005908595;0.495574797;0.55368712;0.567200019;0.718467347;0.510173024;0.608850938;0.507542088;0.714505846;0.742705669;0.795183593;0.61830591
77;0.012813391;0.319169064;0.429125845;0.487288984;0.636338563;0.442362598;0.609288506;0.831807184;0.829773729;0.838397595;0.947368908;0.833584278
78;0.008145154;0.370980691;0.506457589;0.541888083;0.716282895;0.473285061;0.543102022;0.764064667;0.830663693;0.947368908;0.947368908;0.947957506
79;0.0117995;0.410228705;0.467588243;0.487288984;0.764860082;0.443327225;0.663940882;0.760347459;0.76432985;0.852873794;0.896477652;0.927098594
80;0.013826759;0.324503718;0.354495389;0.406457675;0.577932963;0.306197315;0.667041961;0.798560417;0.852999081;0.896721192;0.896721192;0.85350013
81;0.006722183;0.363093428;0.408098243;0.42214451;0.661823139;0.492140234;0.497756869;0.912227114;0.912227114;0.912227114;0.933053926;0.955119804
82;0.015649504;0.26138981;0.287178531;0.353142927;0.557451548;0.269731299;0.663940882;0.820718092;0.850616877;0.93269727;0.93269727;0.947839805
83;0.011190914;0.387481052;0.387978682;0.427180353;0.671120792;0.53077069;0.705178506;0.882162443;0.925307393;0.925307393;0.925307393;0.97744137
84;0.003873151;0.10815574;0.080551669;0.086981635;0.180387237;0.478428141;0.642415669;0.697231726;0.848506933;0.89527613;0.89527613;0.882633801
85;0.006925528;0.451505125;0.39261652;0.403665211;0.722691312;0.234332168;0.498224096;0.375161893;0.494170576;0.718467347;0.82569883;0.767640899
86;0.007535435;0.421493672;0.410556241;0.425557463;0.746330119;0.374827757;0.730970738;0.693443224;0.872172802;0.911744945;0.940405935;0.911865502
87;0.006315431;0.421819121;0.405308371;0.446217915;0.712726837;0.636768942;0.6906696;0.697732997;0.706141162;0.732729702;0.781603414;0.923872899
88;0.016459071;0.40218506;0.375328937;0.403665211;0.686639422;0.253724964;0.538697362;0.651477598;0.734621818;0.752886887;0.757953229;0.790365582
89;0.009364024;0.347892486;0.410064915;0.415625281;0.669434233;0.346535038;0.500713836;0.602273607;0.81418074;0.81418074;0.81418074;0.842691625
90;0.003262107;0.45438232;0.479592983;0.504286534;0.750882573;0.612930438;0.724731193;0.664928226;0.740284796;0.889153296;0.889153296;0.910297517
91;0.008145154;0.465367756;0.445254883;0.49495084;0.761011884;0.444773168;0.536719151;0.734081441;0.778190031;0.78814695;0.90388813;0.788669262
92;0.010379172;0.45581914;0.572276877;0.618595981;0.716556113;0.67027773;0.682041182;0.591843073;0.721738481;0.733135344;0.858876154;0.912468141
93;0.016459071;0.360400445;0.412847288;0.435433841;0.681622516;0.364774486;0.647207056;0.639921632;0.591990434;0.848733592;0.823402005;0.735971963
94;0.00509467;0.459167117;0.48163812;0.503665728;0.764992612;0.569740359;0.794403295;0.788016345;0.899032878;0.89927601;0.948781153;0.933766985
95;0.006518818;0.514806028;0.494638777;0.53930558;0.798560417;0.610891938;0.761277577;0.825188717;0.877114099;0.877114099;0.91836134;0.838271119
96;0.012813391;0.380499563;0.440753704;0.468063693;0.754888684;0.31122406;0.45581914;0.775296017;0.828501468;0.828501468;0.940405935;0.947957506
97;0.007535435;0.348740371;0.528477282;0.550065381;0.756887969;0.353481138;0.575256134;0.676030005;0.854626896;0.884250784;0.897938307;0.8687044
98;0.008957818;0.323128538;0.348231688;0.393939394;0.640351079;0.370478288;0.448943629;0.628140009;0.822124527;0.822507881;0.822507881;0.896599427
99;0.017066026;0.407278149;0.4551807;0.468063693;0.739207676;0.610746235;0.732459218;0.740284796;0.895868632;0.903403302;0.903403302;0.940642499
100;0.007128851;0.520349145;0.471071854;0.485250525;0.726768491;0.341946071;0.597580574;0.851745748;0.926979247;0.948310553;0.977672131;0.992480638
101;0.009364024;0.178447439;0.201759881;0.227965872;0.275143376;0.445736466;0.593168859;0.646209;0.704215276;0.738803569;0.895503103;0.677569858
102;0.008551528;0.30202671;0.313472919;0.344836786;0.597433704;0.467746741;0.702424899;0.690114307;0.910176836;0.910176836;0.910176836;0.94819288
103;0.009160932;0.171926472;0.243515233;0.258719648;0.281733116;0.579121299;0.619610833;0.740688529;0.732323959;0.808389699;0.896477652;0.767773198
104;0.017066026;0.506302605;0.578378687;0.624531305;0.813024245;0.462508669;0.555193896;0.515268641;0.702975995;0.926262965;0.926262965;0.91307054
105;0.001427836;0.061663404;0.105217989;0.145045195;0.156380881;0.442523406;0.678828657;0.695935441;0.848356659;0.855877893;0.925187904;0.910176836
106;0.013624127;0.452464718;0.421981823;0.439787658;0.724187478;0.372654348;0.495418829;0.486034832;0.57257504;0.866594757;0.866594757;0.68677856
107;0.00203945;0.383328705;0.339221149;0.404322658;0.727582687;0.418561921;0.468063693;0.742974428;0.761676032;0.910418189;0.910418189;0.871801562
108;0.016863729;0.553084034;0.640637314;0.700080646;0.888786153;0.425232705;0.702424899;0.586972862;0.699528564;0.86647057;0.895503103;0.863611501
109;0.009973176;0.376664729;0.405308371;0.433656958;0.699942643;0.525874355;0.646779392;0.598021106;0.693304655;0.814822868;0.836246113;0.904615081
110;0.002854639;0.238839362;0.303070258;0.33580919;0.556849802;0.478333235;0.64592373;0.682599237;0.692611634;0.808518622;0.772660497;0.750347664
111;0.01666141;0.482109731;0.518503433;0.566302514;0.798041378;0.337004111;0.530312255;0.557902718;0.681203742;0.766449717;0.850867808;0.860996399
112;0.012407897;0.35212791;0.458211209;0.475653224;0.662670565;0.417420476;0.600368652;0.624531305;0.746061923;0.837765116;0.8603731;0.907882061
113;0.003465809;0.403007519;0.496977875;0.496977875;0.734081441;0.422307182;0.650482129;0.753420946;0.758751706;0.758751706;0.88289983;0.956758776
114;0.011596659;0.257650498;0.284018652;0.312781259;0.539001499;0.335126022;0.449103832;0.608559163;0.69399738;0.720376316;0.844204329;0.699528564
115;0.013016106;0.251401395;0.278740024;0.360063537;0.601980678;0.509709034;0.62482029;0.800375706;0.889398009;0.889398009;0.889398009;0.925546343
116;0.009160932;0.285599275;0.276271446;0.284194344;0.531534475;0.709300148;0.709300148;0.850867808;0.850867808;0.850867808;0.850867808;0.925068406
117;0.003262107;0.25943207;0.422307182;0.457095319;0.631740868;0.584606446;0.727311334;0.592137783;0.910418189;0.93269727;0.93269727;0.914394976
118;0.014434529;0.403171965;0.519887903;0.543102022;0.785009439;0.242257507;0.329651346;0.312435331;0.635477468;0.700356617;0.82122967;0.796223389
119;0.023125272;0.448302667;0.522192867;0.548856413;0.777795704;0.580605538;0.779635054;0.651619758;0.837891632;0.962481039;0.962481039;0.97744137
120;0.012813391;0.411211129;0.499158171;0.540825175;0.731512163;0.331021573;0.721193754;0.882531181;0.882531181;0.918841406;0.918841406;0.903645736
121;0.005501674;0.393939394;0.465685142;0.481795338;0.637772723;0.491671354;0.728396472;0.727311334;0.816491166;0.868580383;0.882408278;0.822124527
122;0.002854639;0.111819328;0.12161863;0.166880549;0.246386825;0.393443432;0.632460101;0.679667318;0.731647491;0.731647491;0.732729702;0.917400752
123;0.006518818;0.258185151;0.313300029;0.337174749;0.561057537;0.402514089;0.587711683;0.859250527;0.889030925;0.896112269;0.896112269;0.926262965
124;0.024133328;0.432363548;0.335296839;0.414318535;0.646066371;0.559555976;0.71245297;0.771209089;0.771209089;0.810193653;0.89000962;0.745525396
125;0.013826759;0.533671253;0.51156424;0.531992581;0.761808828;0.413991698;0.567648592;0.57048679;0.608121404;0.813281318;0.84281774;0.743377483
126;0.013218801;0.419702627;0.406129379;0.443166491;0.676730118;0.573171208;0.758485592;0.780816364;0.918001191;0.947839805;0.947839805;0.947722094
127;0.024939399;0.387315144;0.381831484;0.409409601;0.719285753;0.444933754;0.498846869;0.671823012;0.902554481;0.902554481;0.917761044;0.955236933
128;0.003262107;0.439465524;0.510636888;0.554591347;0.768698978;0.666196795;0.822124527;0.866594757;0.881916569;0.89000962;0.918001191;0.918721404
129;0.039992041;0.428477587;0.479278132;0.502423444;0.735702024;0.614675739;0.700218638;0.63260391;0.819438414;0.840798666;0.910176836;0.801282565
130;0.007941935;0.367964149;0.396582185;0.497912626;0.640351079;0.51511445;0.796093452;0.899032878;0.899032878;0.914274621;0.914274621;0.97744137
131;0.005501674;0.45805184;0.449424196;0.459326384;0.695797084;0.43914333;0.558053081;0.884741744;0.900126663;0.922915811;0.922915811;0.985037532
132;0.011596659;0.432525276;0.503510492;0.531381745;0.766449717;0.617870708;0.70957455;0.765787562;0.807744925;0.890254195;0.947604375;0.970038021
133;0.013218801;0.380333002;0.42993583;0.469805895;0.732729702;0.757154351;0.768434524;0.768566756;0.819566429;0.912829609;0.912829609;0.936378645
134;0.003058383;0.404979861;0.418072821;0.421981823;0.677289993;0.689142087;0.781472267;0.791017527;0.842187062;0.910538851;0.910538851;0.948310553
135;0.01200232;0.354664376;0.489011956;0.520963939;0.74364613;0.453104153;0.633753933;0.634615925;0.815593073;0.83852406;0.872915012;0.947722094
136;0.01098801;0.351789444;0.359726566;0.422957719;0.637629363;0.44091466;0.682599237;0.562107836;0.636625494;0.753821372;0.755155401;0.702149281
137;0.008348351;0.3781663;0.415135365;0.457573645;0.65941972;0.463144428;0.601687698;0.707927434;0.760879021;0.904736206;0.918721404;0.926501763
138;0.012407897;0.467905224;0.482109731;0.517425848;0.729209844;0.650908832;0.768698978;0.714369069;0.809807267;0.858251997;0.925546343;0.926382369
139;0.007332154;0.346704776;0.40185597;0.427018132;0.718876602;0.534586195;0.779241088;0.933885796;0.933885796;0.933885796;0.933885796;0.962481039
140;0.008551528;0.283842943;0.25943207;0.306197315;0.513726113;0.459963307;0.699114379;0.638919156;0.706278638;0.808002867;0.873656863;0.955002665
141;0.012407897;0.329651346;0.262279004;0.300460264;0.63188474;0.478963224;0.549612119;0.631165257;0.868952403;0.926143552;0.926143552;0.88510986
142;0.013016106;0.463144428;0.567648592;0.595376171;0.814694463;0.270793448;0.445896964;0.755288742;0.845211978;0.881301709;0.881301709;0.783176339
143;0.006925528;0.605638595;0.638919156;0.663376418;0.834852387;0.516193491;0.75782011;0.735702024;0.745927808;0.941233744;0.941233744;0.94548384
144;0.004891136;0.361579124;0.431554682;0.455978713;0.633035262;0.535195884;0.678828657;0.701597903;0.765125132;0.911021404;0.9182413;0.948075197
145;0.01423196;0.420354127;0.459485637;0.501180261;0.756355072;0.529395016;0.63188474;0.738129831;0.66281176;0.756887969;0.756887969;0.826336236
146;0.002447086;0.307758829;0.242257507;0.279796968;0.590221242;0.44814239;0.599048564;0.649343712;0.700908417;0.751818233;0.859749549;0.906309949
147;0.037791566;0.499936179;0.615547703;0.636912376;0.836752612;0.628572526;0.758219432;0.631309179;0.853249626;0.94028764;0.94028764;0.861619445
148;0.006518818;0.54613308;0.688169286;0.695381945;0.865103852;0.553536369;0.596846096;0.806454582;0.904493947;0.911865502;0.911865502;0.964926726
149;0.010785085;0.512491091;0.504596853;0.51881119;0.703664602;0.372821627;0.599048564;0.64178176;0.783962214;0.828119587;0.828119587;0.842439364
150;0.008754683;0.396086961;0.337857141;0.368970229;0.628716673;0.326392885;0.539609608;0.771209089;0.947722094;0.947722094;0.947722094;0.833076744
151;0.01423196;0.433656958;0.460918254;0.48037986;0.712863754;0.68343596;0.739207676;0.73448674;0.882776957;0.897694962;0.897694962;0.891232106
152;0.009973176;0.435595286;0.467905224;0.487602379;0.741630178;0.672103815;0.702149281;0.724595282;0.798171154;0.837385504;0.866967257;0.88510986
153;0.007738696;0.467271204;0.535957688;0.58534631;0.837765116;0.566751326;0.730293699;0.744720267;0.842943845;0.955588265;0.955588265;0.862740294
154;0.01625671;0.373992144;0.322612576;0.358546667;0.652330378;0.491671354;0.668449604;0.818157685;0.851745748;0.851745748;0.880563551;0.984922729
155;0.008957818;0.292257979;0.34007313;0.382497071;0.639635273;0.471230034;0.502734099;0.429449884;0.731241473;0.909935444;0.909935444;0.904857321
156;0.015042111;0.482424067;0.567648592;0.613948753;0.821485396;0.501801965;0.634903156;0.637485991;0.830790789;0.867587891;0.91090078;0.906067941
157;0.009567096;0.395921856;0.473127069;0.520041664;0.732594466;0.264056102;0.344157035;0.630157455;0.823785044;0.954885518;0.954885518;0.899640634
158;0.008551528;0.459804098;0.504286534;0.568097047;0.789321909;0.635477468;0.820973902;0.680505547;0.859749549;0.895990456;0.933529337;0.940405935
159;0.005501674;0.448623177;0.505682527;0.520963939;0.710945866;0.471230034;0.537632457;0.751951854;0.781603414;0.782914293;0.89000962;0.798171154
160;0.022721905;0.414155124;0.417257352;0.442684199;0.689697713;0.540521364;0.688725244;0.659844109;0.826591126;0.874027655;0.881547682;0.934717205
161;0.018683657;0.47502203;0.563607132;0.584310409;0.758352518;0.380832636;0.425070304;0.350265555;0.51048228;0.800893975;0.807615939;0.899397561
162;0.010379172;0.386983282;0.403007519;0.452144912;0.654318479;0.436563648;0.540369439;0.540521364;0.666337686;0.799208976;0.813923815;0.926979247
163;0.026751847;0.526640334;0.576000125;0.590221242;0.850365905;0.656020654;0.664928226;0.752619791;0.761543224;0.780028922;0.857002924;0.794403295
164;0.013624127;0.441075602;0.496666179;0.537936784;0.701735765;0.514497551;0.664223041;0.807099887;0.82951936;0.844204329;0.880317419;0.854752041
165;0.025140865;0.52234642;0.453743354;0.484151896;0.745525396;0.593021601;0.655595276;0.753821372;0.76432985;0.822124527;0.886581439;0.833964819
166;0.014637077;0.375829977;0.370980691;0.382497071;0.641209636;0.283315714;0.719012997;0.66281176;0.790104728;0.848607958;0.90388813;0.951014485
167;0.010379172;0.437370207;0.423933073;0.491983955;0.768037761;0.646494221;0.755821996;0.484151896;0.731376824;0.911142018;0.9182413;0.768037761
168;0.015649504;0.447180418;0.446538808;0.479278132;0.700218638;0.521885718;0.731647491;0.610163296;0.689142087;0.831426113;0.887684194;0.875139491
169;0.014637077;0.412847288;0.44766147;0.477545427;0.673647373;0.634041313;0.759017776;0.91836134;0.933053926;0.933053926;0.933053926;0.955236933
170;0.003873151;0.147317502;0.133639741;0.135849909;0.278169859;0.581347166;0.702424899;0.638919156;0.733946318;0.793362296;0.880563551;0.925339393
171;0.018885767;0.43090732;0.424907887;0.455659552;0.606807436;0.538545274;0.570337531;0.826718555;0.925187904;0.940405935;0.940405935;0.955236933
172;0.026147884;0.352466313;0.445575953;0.461077361;0.716282895;0.668168172;0.684132901;0.913552287;0.934004596;0.934004596;0.934004596;0.850616877
173;0.008957818;0.190498135;0.272562333;0.347213891;0.457733058;0.497912626;0.634472291;0.877484055;0.91836134;0.93269727;0.93269727;0.947722094
174;0.012205119;0.435110905;0.515422817;0.535805354;0.769756351;0.390133471;0.808389699;0.787101806;0.896842947;0.91090078;0.918721404;0.96306371
175;0.009770146;0.453583575;0.509554343;0.517271852;0.749143462;0.372988891;0.728532062;0.610163296;0.623374859;0.813923815;0.86074711;0.886336275
176;0.015649504;0.552933229;0.560907441;0.653324729;0.816234621;0.360063537;0.514960246;0.646209;0.846973787;0.828883256;0.919681153;0.927098594
177;0.013218801;0.474864196;0.488072366;0.515731128;0.730022804;0.309665525;0.674769044;0.600661864;0.731106111;0.904978427;0.941588379;0.711905095
178;0.008754683;0.340924709;0.466636953;0.494482724;0.668590301;0.373824974;0.507542088;0.581198867;0.739880961;0.876373919;0.94028764;0.816106332
179;0.014637077;0.40218506;0.359389531;0.409901109;0.629725352;0.43268699;0.730158258;0.823402005;0.918001191;0.918001191;0.918001191;0.9136727
180;0.008754683;0.560306923;0.729751863;0.751684601;0.904736206;0.698700088;0.888418922;0.640780413;0.726768491;0.734216552;0.813923815;0.706416102
181;0.002650873;0.466002471;0.531534475;0.554892648;0.785663602;0.509399638;0.70311374;0.728803209;0.758884747;0.93293505;0.93293505;0.918121251
182;0.009364024;0.383827499;0.54173628;0.556247842;0.715052839;0.591400911;0.810708687;0.718740195;0.887806674;0.887806674;0.887806674;0.948075197
183;0.003465809;0.206873665;0.368299572;0.410556241;0.515422817;0.556699332;0.699390514;0.86049778;0.940760766;0.955119804;0.955119804;0.881424701
184;0.015851927;0.356522173;0.374660666;0.419539714;0.742974428;0.172486298;0.299937816;0.547646582;0.598755069;0.614094175;0.701322144;0.925904697
185;0.021713123;0.412520178;0.426855895;0.460599997;0.702011454;0.506147606;0.634472291;0.849487181;0.871925318;0.897938307;0.897938307;0.948075197
186;0.009160932;0.427504752;0.47281104;0.500402815;0.705728665;0.322612576;0.51048228;0.476599584;0.712863754;0.834852387;0.940524222;0.932816165
187;0.027959213;0.496510309;0.524341365;0.58401432;0.791669202;0.509709034;0.681343346;0.707652751;0.947722094;0.947722094;0.947722094;0.962597592
188;0.012205119;0.254974905;0.363429766;0.425395092;0.495574797;0.359726566;0.500247284;0.508935439;0.579121299;0.724731193;0.764197264;0.611183305
