n;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12
18;0.008145154;0.065219019;0.434464855;0.545527301;0.786578974;0.868456357;0.876990761;0.925307393;0.962830669;0.970501814;0.985267111;0.977672131
19;0.007844877;0.041435592;0.402320482;0.550359913;0.536301848;0.543544399;0.552708255;0.555719429;0.563603829;0.567155937;0.567155937;0.5655842
20;0.013624127;0.108348735;0.271324293;0.872915012;0.869448288;0.955471164;0.916559737;0.992480638;0.992480638;1;0.565273813;0.565273813
21;0.009770146;0.084463598;0.244592603;0.671401716;0.910297517;0.925187904;0.955471164;0.940524222;0.984922729;0.955236933;0.992480638;0.985037532
22;0.009160932;0.039788998;0.127152283;0.290994159;0.402269332;0.493304787;0.560562146;0.563830628;0.563830628;0.54191812;0.563830628;0.563830628
23;0.008551528;0.106611078;0.421005386;0.546738643;0.753153939;0.843196024;0.842943845;0.970153982;0.992480638;0.992480638;0.984922729;0.992480638
24;0.010176185;0.185501846;0.373992144;0.557000259;0.787624464;0.881670654;0.911744945;0.919201354;0.948428217;0.948428217;0.978133543;0.985381887
25;0.008350096;0.041174681;0.117978285;0.243710264;0.436399011;0.497212639;0.531338752;0.525172095;0.528882298;0.536016726;0.54522521;0.538041922
26;0.010176185;0.131177224;0.418887912;0.663094113;0.804387821;0.899397561;0.925904697;0.929364396;0.970153982;0.956758776;0.978018204;0.978018204
27;0.008350096;0.048247381;0.24753584;0.385297327;0.444747449;0.727265815;0.490720596;0.904951498;0.911957685;0.523834645;0.926101398;0.556070257
28;0.009873926;0.035045997;0.229251808;0.320483772;0.390321958;0.519056374;0.518772592;0.528663536;0.541801876;0.556102331;0.556102331;0.556182448
29;0.014434529;0.205040852;0.444612566;0.612057101;0.799338655;0.925307393;0.939932697;0.94005102;0.940524222;0.96992205;0.985037532;0.977556755
30;0.011495858;0.035675193;0.130656671;0.372314651;0.397219863;0.561592788;0.55378801;0.547752009;0.551897179;0.556182448;0.556182448;0.556182448
31;0.008754683;0.1195093;0.451665094;0.693720326;0.799079285;0.858376849;0.901098256;0.963180217;0.963180217;0.970501814;0.992594854;0.992594854
32;0.008348351;0.046777853;0.247641745;0.463621095;0.643639792;0.874645441;0.893063999;0.820078384;0.955822441;0.992480638;0.96306371;0.93067462
33;0.010482779;0.208826106;0.292323831;0.408054642;0.593409096;0.537079163;0.550437431;0.546924406;0.550424193;0.563458946;0.561544909;0.563458946
34;0.008249396;0.109384286;0.295744932;0.484041564;0.470455214;0.51056541;0.516205843;0.512258164;0.537804763;0.545619381;0.54343368;0.556182448
35;0.009160932;0.052149793;0.230175845;0.573026401;0.483392827;0.925665804;0.947839805;0.93269727;0.941351965;0.96992205;0.96992205;0.97744137
36;0.011190914;0.118549743;0.351112319;0.60285931;0.816491166;0.839788142;0.863611501;0.91307054;0.955119804;0.970269935;0.985381887;0.985381887
37;0.011393797;0.089732143;0.411702136;0.478333235;0.815849724;0.8555027;0.941351965;0.985267111;0.985267111;0.985267111;0.985267111;0.985267111
38;0.010379172;0.106804229;0.509554343;0.617290261;0.826081305;0.919681153;0.897208155;0.947722094;0.962481039;0.935192089;0.977556755;0.977556755
39;0.009973176;0.053937147;0.173418971;0.615111778;0.801153045;0.824933598;0.962481039;0.962947194;0.962364478;0.96992205;0.940879025;0.985037532
40;0.012205119;0.125065244;0.433010372;0.670699315;0.753554432;0.812252773;0.88289983;0.962830669;0.97744137;0.97744137;0.992480638;0.984922729
41;0.013624127;0.11778175;0.490576804;0.710260354;0.867215541;0.891232106;0.898303251;0.96306371;0.96306371;0.96306371;0.970038021;0.962714135
42;0.010379172;0.113359797;0.395261282;0.697180115;0.867463784;0.925665804;0.94005102;0.955471164;0.977556755;0.970153982;0.977556755;0.985037532
43;0.014030233;0.194824658;0.316274013;0.410364613;0.470831427;0.498521376;0.546610186;0.522188266;0.550424193;0.556182448;0.558033141;0.556182448
44;0.011190914;0.064034538;0.378999959;0.578081551;0.811352242;0.867711987;0.917881123;0.90388813;0.911624379;0.919321318;0.942533663;0.977672131
45;0.007434741;0.064803559;0.297203732;0.223889352;0.436999967;0.447901206;0.502621105;0.502972352;0.550538051;0.568937785;0.567155937;0.567155937
46;0.013624127;0.149773966;0.380499563;0.679248041;0.826591126;0.891476485;0.963413203;0.963646153;0.963646153;0.963646153;0.978018204;0.978018204
47;0.009973176;0.185316542;0.469489261;0.773451613;0.794273208;0.892819874;0.879578786;0.925785255;0.962481039;0.962481039;0.96992205;0.962481039
48;0.008754683;0.082704211;0.381997904;0.648489382;0.84998937;0.911624379;0.970038021;0.97744137;0.97744137;0.984922729;0.97744137;0.97744137
49;0.009770146;0.156183551;0.384658512;0.643354077;0.90316083;0.911021404;0.925665804;0.947753757;0.95511443;0.97744366;0.970385879;0.978018204
50;0.009770146;0.059883149;0.385489136;0.568993597;0.762738091;0.903282071;0.903282071;0.9182413;0.911262623;0.955822441;0.948545872;0.977787497
51;0.00713272;0.168931496;0.270154224;0.477576747;0.376484561;0.701805168;0.496390576;0.534718321;0.547001201;0.540380434;0.554232297;0.570815451
52;0.011596659;0.062058794;0.278916224;0.588302506;0.365143721;0.962481039;0.962481039;0.962481039;0.962481039;0.970038021;0.985037532;0.985037532
53;0.012813391;0.132530617;0.218117045;0.805894129;0.512866796;0.533345331;0.565273813;0.554428109;0.563458946;0.565273813;0.547423858;0.565273813
54;0.007438514;0.053207693;0.116659931;0.4462586;0.463999353;0.485096667;0.506333793;0.526153372;0.526153372;0.526153372;0.531172386;0.545111426
55;0.010785085;0.139549299;0.33033659;0.590368746;0.833837982;0.897694962;0.932459452;0.94005102;0.96992205;0.962597592;0.985037532;0.558033141
56;0.010176185;0.047074576;0.1879892;0.787250116;0.881043149;0.940234309;0.940234309;0.947636628;0.547310649;0.54909986;0.541987572;0.550985556
57;0.010785085;0.049764095;0.29767214;0.564356281;0.743780437;0.804258558;0.875139491;0.926979247;0.918961398;0.941824756;0.941824756;0.942415535
58;0.007544786;0.099385306;0.180775757;0.490193365;0.538997257;0.542478742;0.546166316;0.557809051;0.557809051;0.559839635;0.557922413;0.559726829
59;0.009770146;0.110084817;0.453743354;0.643211201;0.858127135;0.903403302;0.895137486;0.925307393;0.940405935;0.94819288;0.932816165;0.940405935
60;0.009872418;0.062249941;0.176086286;0.512676993;0.812611104;0.899433789;0.932917732;0.918874376;0.940234309;0.947749668;0.95511443;0.97744366
61;0.008348351;0.117589704;0.326221224;0.569292342;0.837132379;0.868208274;0.925546343;0.947722094;0.970038021;0.985037532;0.985037532;0.977672131
62;0.008959468;0.050382366;0.219920457;0.280468634;0.427644363;0.45893096;0.494507051;0.507490764;0.507490764;0.568937785;0.503172645;0.567155937
63;0.007334057;0.034275526;0.065803418;0.384827925;0.550357609;0.5289903;0.499531944;0.507599015;-4.02E-05;-0.000194858;0.000209725;6.84E-05
64;0.008862082;0.046406992;0.110469028;0.419809873;0.405064902;0.459975847;0.486396331;0.552453988;0.560211539;0.567155937;0.568937785;0.568937785
65;0.010176185;0.087977561;0.366118196;0.753020419;0.807357934;0.880686602;0.888174052;0.910538851;0.925785255;0.925426873;0.955705358;0.985267111
66;0.008350096;0.037487183;0.167081991;0.389902471;0.47935177;0.001571791;0.00296822;0.001663237;0.00087724;-4.98E-05;0.000103043;0.000103043
67;0.009779283;0.186545031;0.305240629;0.390125572;0.42197562;0.491117628;0.518670879;0.531172386;0.531172386;0.529907989;0.535186181;0.533328079
68;0.013421474;0.15637174;0.386708633;0.74554676;0.830169086;0.890751985;0.897581464;0.905349234;0.540493735;0.542798777;0.518350409;0.540222605
69;0.008348351;0.085049703;0.496822034;0.772924246;0.842187062;0.874151232;0.869076389;0.947722094;0.947722094;0.955236933;0.905704856;0.949604348
70;0.011393797;0.067191546;0.252474175;0.534586195;0.704765763;0.76220715;0.922556747;0.948781153;0.955939515;0.970501814;0.970501814;0.978018204
71;0.006931424;0.06216538;0.336515473;0.483308712;0.502703856;0.513658266;0.552305849;0.552305849;0.558119505;0.558119505;0.558119505;0.56023211
72;0.009370369;0.049846841;0.145364332;0.33652032;0.417706924;0.421850648;0.463590286;0.547752009;0.561544909;0.561544909;0.561544909;0.568937785
73;0.019693999;0.091095713;0.371650342;0.605784745;0.743243143;0.759283802;0.853750593;0.799208976;0.847476793;0.934954666;0.934717205;0.933529337
74;0.009770146;0.076631796;0.273092665;0.60359115;0.817004131;0.803482756;0.871801562;0.920760142;0.970038021;0.992480638;0.977556755;0.977556755
75;0.007535435;0.141446914;0.565853582;0.724731193;0.86062245;0.911986049;0.893063999;0.899397561;0.970269935;0.927217932;0.962714135;0.962714135
76;0.017066026;0.203573306;0.470597227;0.712863754;0.813538349;0.904372803;0.926382369;0.933172793;0.962597592;0.962597592;0.977672131;0.977672131
77;0.009973176;0.087392345;0.270793448;0.713411303;0.955705358;0.962830669;0.962830669;0.970501814;0.970501814;0.96306371;0.553111407;0.553111407
78;0.007941935;0.069241605;0.34046945;0.515775537;0.559026159;0.541987572;0.54343368;0.947789169;0.561544909;0.565273813;0.561852548;0.561852548
79;0.013624127;0.322440556;0.339221149;0.742705669;0.765522623;0.776743686;0.858127135;0.873533246;0.941588379;0.956407719;0.93459846;0.948545872
80;0.009872418;0.047823554;0.176181696;0.503533044;0.496315498;0.506869076;0.845865684;0.861092722;0.897272852;0.521015789;0.911958964;1.52E-06
81;0.011393797;0.181977952;0.554742004;0.594787839;0.876497307;0.928053031;0.941115513;0.963529682;0.970153982;0.963529682;0.985037532;0.985037532
82;0.00977167;0.236613914;0.354738612;0.569000315;0.833249419;0.851734545;0.851798584;0.865582502;0.563458946;0.912846317;0.565273813;0.563458946
83;0.0117995;0.037749704;0.1172556;0.411967042;0.467895041;0.535896476;0.528708564;0.521631572;0.528708564;0.53392994;0.565809888;0.570815451
84;0.010176185;0.060081036;0.316927265;0.616854793;0.692195679;0.838650514;0.8463448;0.970038021;0.977672131;0.970038021;0.970038021;0.977672131
85;0.008756365;0.050133828;0.134969956;0.256711876;0.479856179;0.658214685;0.451534785;0.919558217;0.955460436;0.955460436;0.947789169;0.947789169
86;0.009364024;0.034784577;0.132982786;0.216220406;0.626508502;0.503964383;0.962554965;0.933277828;0.962670929;0.962670929;0.97744366;0.565273813
87;0.009670933;0.039570653;0.187158253;0.239446851;0.375187981;0.527947862;0.537391904;0.552874422;0.56023211;0.561544909;0.547001201;0.561544909
88;0.010684306;0.140254357;0.430936577;0.622719913;0.666653354;0.828315683;0.85775845;0.561544909;0.556182448;0.561544909;0.563458946;0.563458946
89;0.01098801;0.191606617;0.531992581;0.625398111;0.605200068;0.844960127;0.926262965;0.885600544;0.933885796;0.948545872;0.900126663;0.899640634
90;0.008558378;0.045299869;0.17787433;0.346505261;0.456427757;0.532902722;0.537883187;0.554073867;0.570815451;0.563458946;0.570815451;0.570815451
91;0.006015582;0.028449111;0.122830128;0.233958958;0.426084673;0.578381272;0.55378801;0.552378236;0.547752009;0.554428109;0.554428109;0.554428109
92;0.012205119;0.200267108;0.40218506;0.649343712;0.903403302;0.9182413;0.94005102;0.955119804;0.947486646;0.985037532;0.992594854;0.985267111
93;0.011393797;0.174910288;0.401197605;0.745927808;0.852247203;0.86833232;0.875633381;0.890498732;0.947957506;0.977672131;0.947957506;0.984922729
94;0.010278404;0.057008659;0.238913395;0.65449023;0.807244787;0.719991139;0.905591338;0.928410789;0.920640293;0.977672131;0.970153982;0.970040359
95;0.012407897;0.1104704;0.416931058;0.672805613;0.835359341;0.846973787;0.898911298;0.970501814;0.970501814;1;0.992594854;0.992594854
96;0.008754683;0.036585035;0.120517626;0.366611852;0.39538724;0.625850016;0.507836246;0.563490418;0.555988416;0.529919795;0.56527468;0.56527468
97;0.009567096;0.091874463;0.380499563;0.716282895;0.866594757;0.924948898;0.947604375;0.947604375;0.962830669;0.962830669;0.970153982;0.970038021
98;0.012813391;0.068374099;0.621783428;0.831426113;0.830028056;0.920879983;0.977787497;0.984922729;0.984922729;0.984922729;0.985037532;0.985037532
99;0.00814693;0.041878478;0.164410432;0.007072618;0.002619259;0.003342794;0.004356662;0.470943989;0.000470801;0.000119681;-0.000149265;-0.000149265
100;0.008754683;0.127359533;0.408262216;0.519887903;0.854626896;0.848984829;0.895624956;0.903766938;0.903524524;0.911142018;0.910780147;0.962481039
101;0.01200232;0.090316648;0.354157369;0.675189473;0.794793493;0.91836134;0.925665804;0.96992205;0.97744137;0.97744137;0.97744137;0.985037532
102;0.011190914;0.083877314;0.465367756;0.613512408;0.866843101;0.851745748;0.93269727;0.948075197;0.925904697;0.977556755;0.985037532;0.992594854
103;0.011393797;0.123917064;0.445415425;0.547949121;0.658145895;0.797002784;0.919201354;0.934954666;0.934954666;0.940642499;0.963180217;0.977787497
104;0.012206265;0.046362914;0.179221654;0.23545173;0.678029546;0.903420158;0.881293271;0.918469965;0.948359646;0.962864661;0.948492195;0.948492195
105;0.0117995;0.074472472;0.391623717;0.737186121;0.847476793;0.89000962;0.905341685;0.928291546;0.936141408;0.96992205;0.985037532;0.978133543
106;0.009160932;0.056912424;0.276447883;0.656393143;0.89786081;0.919258151;0.940760766;0.940760766;0.955236933;0.977672131;0.962639731;0.565273813
107;0.009770146;0.093041997;0.351281625;0.605200068;0.867587891;0.867587891;0.7885387;0.800116508;0.955119804;0.543235732;0.547310649;0.540163209
108;0.009567096;0.081726081;0.464415249;0.622072892;0.600368652;0.87043958;0.883391224;0.905583809;0.905583809;0.956290682;0.949251606;0.992594854
109;0.010176185;0.073686664;0.457414217;0.840040835;0.905583809;0.911021404;0.955471164;0.963180217;0.970733656;0.970733656;0.963180217;0.985037532
110;0.009770146;0.172299708;0.461236454;0.749411141;0.758884747;0.856752988;0.919561218;0.92733726;0.955236933;0.955236933;0.96992205;0.97744137
111;0.008754683;0.054334114;0.148640609;0.288931662;0.598901823;0.910659504;0.955236933;0.947722094;0.977556755;0.985037532;0.985037532;0.977556755
112;0.008756365;0.089976357;0.271280287;0.757296877;0.558710781;0.558710781;0.862746616;0.905077487;0.563458946;0.948060114;0.563458946;0.561544909
113;0.010785085;0.127359533;0.34755322;0.795573597;0.880317419;0.873285983;0.880317419;0.963296714;0.963296714;0.955588265;0.963296714;0.941470176
114;0.00581436;0.048785901;0.160962093;0.304823102;0.458466525;0.470238009;0.47877613;0.478931734;0.478931734;0.478931734;0.479051321;0.554615719
115;0.010176185;0.068571121;0.51048228;0.684690239;0.861619445;0.83104495;0.947604375;0.955119804;0.947604375;1;1;0.985152326
116;0.010379172;0.13555813;0.360231999;0.838018138;0.786971114;0.91270913;0.977672131;1;1;1;1;1
117;0.004297036;0.171452796;0.32009589;0.388708113;0.453783442;0.501981992;0.517802142;0.513139618;0.536914967;0.535186181;0.535186181;0.535186181
118;0.006931424;0.169380586;0.36827424;0.364006554;0.52605532;0.530297141;0.537973782;0.5382058;0.542085949;0.542085949;0.54909986;0.544370441
119;0.007130786;0.048923244;0.085283405;0.050124171;0.061112394;-0.000150023;5.66E-05;0.483714847;-0.000150023;-0.000150023;-4.98E-05;-4.98E-05
120;0.007941935;0.029963452;0.094109566;0.385535549;0.444346582;0.480530938;0.483653668;0.513941364;0.541741304;0.541741304;0.547114424;0.515769182
121;0.010176185;0.08914746;0.382164309;0.604761426;0.740823085;0.847476793;0.926262965;0.948545872;0.963529682;0.963529682;0.963529682;0.963529682
122;0.006726178;0.077182458;0.202243271;0.397461026;0.493010227;0.522440082;0.527043735;0.546870829;0.547100728;0.547100728;0.552324804;0.552324804
123;0.007751561;0.126924025;0.368209266;0.46575054;0.474849957;0.534059115;0.552324804;0.558033141;0.565273813;0.558033141;0.558033141;0.565273813
124;0.00977167;0.057803797;0.280877401;0.484465273;0.485284019;0.468008497;0.497054331;0.563458946;0.510819851;0.563458946;0.563458946;0.563458946
125;0.008957818;0.161258098;0.556247842;0.761277577;0.847099554;0.829010497;0.883022694;0.883022694;0.883022694;0.939932697;0.939932697;0.919920995
126;0.010684306;0.101882476;0.321193024;0.452456489;0.57894311;0.517557631;0.532156973;0.540380434;0.541971075;0.545111426;0.547001201;0.548987199
127;0.013016106;0.104871845;0.394930902;0.702838239;0.795833546;0.839535408;0.858127135;0.92733726;0.970153982;0.985152326;0.985152326;0.985152326
128;0.008754683;0.10699736;0.478175702;0.581198867;0.674208305;0.675189473;0.801671058;0.911142018;0.93329165;0.955471164;0.970385879;0.978018204
129;0.01402937;0.091679805;0.320719455;0.510672333;0.795418141;0.880911194;0.896607697;0.91090078;0.918780617;0.94751949;0.543943766;0.550424193
130;0.009364024;0.037391213;0.10583828;0.223469995;0.402843058;0.643782631;0.852623188;0.927575888;0.948545872;0.927575888;0.935310787;0.956173635
131;0.010379172;0.065416362;0.204857472;0.610600519;0.601541189;0.794923537;0.847979635;0.921479041;0.970269935;0.977672131;0.970269935;0.977672131
132;0.012205119;0.133654627;0.459326384;0.732864928;0.787493816;0.892087263;0.970269935;0.985152326;0.985152326;1;1;1
133;0.008551528;0.134606617;0.456297816;0.560306923;0.768170027;0.845967285;0.862615795;0.879455646;0.900369619;0.900733981;0.892209389;0.892819874
134;0.009674011;0.103539891;0.33921559;0.518613918;0.541914268;0.569013962;0.526500536;0.532903548;0.542681691;0.553558058;0.540380434;0.547752009
135;0.007941935;0.268314142;0.630301464;0.729209844;0.780291447;0.861993152;0.884496283;0.904978427;0.904978427;0.912106586;0.947839805;0.947839805
136;0.013826759;0.071917429;0.528324279;0.632811541;0.88119781;0.888681608;0.910191139;0.933046555;0.940601414;0.955354479;0.550985556;0.544256143
137;0.008145154;0.079768331;0.439626598;0.544933268;0.838037451;0.897992692;0.546924406;0.547039369;0.546924406;0.559726829;0.561740299;0.561740299
138;0.012205119;0.137079563;0.434141741;0.60768353;0.785532791;0.902675771;0.882285366;0.956173635;0.956173635;0.97744137;1;0.992480638
139;0.006518818;0.063925641;0.40580379;0.778430137;0.539599924;0.556102331;0.559726829;0.559839635;0.559839635;0.559839635;0.559726829;0.561740299
140;0.01098801;0.203389782;0.594493595;0.670699315;0.813409839;0.926024129;0.926024129;0.933529337;0.948781153;0.941115513;0.941115513;0.941302643
141;0.01098801;0.214551884;0.404322658;0.709300148;0.797002784;0.821101791;0.88388246;0.921239446;0.921239446;0.985037532;0.563458946;0.985037532
142;0.009973176;0.196955055;0.414645313;0.585790071;0.702011454;0.732594466;0.833837982;0.895137486;0.917520859;0.924948898;0.932459452;0.924948898
143;0.010176185;0.057705062;0.437370207;0.704765763;0.836879211;0.918001191;0.932816165;0.93269727;0.96992205;0.970153982;0.970153982;0.970153982
144;0.009364024;0.072114091;0.356522173;0.469647585;0.895990456;0.940405935;0.962481039;0.926740524;0.955119804;0.962597592;0.962597592;0.955119804
145;0.010785085;0.101969615;0.169311753;0.614675739;0.774110576;0.843700259;0.85387581;0.985267111;0.985267111;0.905341685;0.985267111;0.985037532
146;0.009770146;0.155618872;0.470122471;0.781996792;0.830536586;0.883268391;0.954885518;0.970038021;0.985037532;0.985037532;0.985037532;0.985037532
147;0.008348351;0.062651729;0.137649787;0.539001499;0.85725498;0.940479074;0.947757845;0.932809999;0.947874955;0.940479074;0.947874955;0.947992056
148;0.009160932;0.159004425;0.61001753;0.710808787;0.845086058;0.895381241;0.962364478;0.962364478;0.962481039;0.977556755;0.962830669;1
149;0.012205119;0.12295972;0.528936211;0.700494585;0.86298926;0.955002665;0.955002665;0.970038021;0.962481039;0.970038021;0.962481039;0.970038021
150;0.008759727;0.04543283;0.101209076;0.237901379;0.35793176;0.446503669;0.563299384;0.598657359;0.648838762;0.568937785;0.561544909;0.561544909
151;0.009364024;0.067585811;0.363429766;0.560457072;0.932459452;0.933648166;0.97744137;0.962830669;0.97744137;0.985037532;0.985037532;0.992480638
152;0.008959468;0.081008401;0.214619757;0.691368862;0.531369197;0.539665996;0.559726829;0.568937785;0.568937785;0.570815451;0.561544909;0.570815451
153;0.015042111;0.064626869;0.508471114;0.769624218;0.853625367;0.833203643;0.860871759;0.933410498;0.948781153;0.977556755;0.992594854;0.992594854
154;0.012407897;0.31399149;0.421819121;0.625398111;0.854126212;0.93459846;0.920879983;0.942297398;0.970385879;0.970733656;0.992480638;0.992480638
155;0.008348351;0.059570998;0.19235121;0.356483892;0.508055902;0.53088201;0.534435256;0.556384324;0.560119316;0.567547563;0.567547563;0.566061336
156;0.009973176;0.074472472;0.540065547;0.75755384;0.845589678;0.882285366;0.926979247;0.955822441;0.955822441;0.963413203;0.955368058;0.563458946
157;0.009060195;0.049838059;0.165879348;0.585469887;0.861103297;0.873710574;0.851375599;0.91796402;0.940506641;0.955241455;0.561544909;0.561544909
158;0.009364024;0.034881265;0.107392485;0.297231393;0.524817755;0.496335355;0.493793384;0.544866972;0.522444981;0.537804763;0.555320157;0.563830628
159;0.008145154;0.119125535;0.470597227;0.742033571;0.874892486;0.905341685;0.896477652;0.921239446;0.97744137;0.962597592;0.970038021;0.970038021
160;0.010379172;0.147317502;0.538697362;0.63576455;0.85450174;0.864482215;0.93293505;0.940524222;0.977556755;0.977556755;0.977556755;0.977556755
161;0.009567096;0.137459731;0.341946071;0.771868984;0.862491287;0.913190992;0.905583809;0.948310553;0.970038021;0.985037532;0.985037532;0.977672131
162;0.007637996;0.028257604;0.078018201;0.311861363;0.597296297;0.523697135;0.543443501;0.549976648;0.557922413;0.557922413;0.557922413;0.557922413
163;0.009770146;0.106224718;0.509709034;0.701046338;0.869076389;0.927217932;0.956173635;0.984922729;0.984922729;0.992480638;0.985381887;1
164;0.018482396;0.054581013;0.369932034;0.318508541;0.509459317;0.558517218;0.546514508;0.559726829;0.559839635;0.559839635;0.559726829;0.565273813
165;0.012205119;0.193083573;0.618015788;0.666760288;0.843700259;0.819694433;0.880932674;0.962597592;0.955236933;0.97744137;0.984922729;0.984922729
166;0.008044443;0.03025894;0.227124329;0.417727839;0.484809595;0.560290154;0.557542822;0.568937785;0.570815451;0.570815451;0.570815451;0.570815451
167;0.010582139;0.093431017;0.6119115;0.68608275;0.744586039;0.815849724;0.947722094;0.955119804;0.970153982;0.962830669;0.970153982;0.970153982
168;0.008551528;0.123917064;0.478805748;0.587563945;0.858251997;0.95605658;0.948781153;0.948781153;0.985037532;0.985037532;0.985037532;0.985037532
169;0.010582139;0.095569225;0.343477028;0.48116638;0.798949584;0.926501763;0.892819874;0.962481039;0.947957506;0.955471164;0.970269935;0.970038021
170;0.013016106;0.10429175;0.300286131;0.787624464;0.839409025;0.918841406;0.926382369;0.941588379;0.941588379;0.941588379;0.962830669;0.962830669
171;0.008551528;0.056714214;0.134796957;0.681622516;0.69745658;0.799208976;0.889642683;0.897573275;0.935310787;0.971081351;1;1
172;0.007738696;0.093236517;0.433172041;0.636482035;0.888663753;0.896477652;0.910780147;0.910780147;0.94028764;0.925426873;0.932816165;0.962830669
173;0.009061829;0.053916124;0.155101388;0.518790958;0.536954971;0.545434365;0.549986511;0.549986511;0.552884861;0.554428109;0.554428109;0.560119316
174;0.0117995;0.136975711;0.296252308;0.350679159;0.807629299;0.536124283;0.54118826;0.548987199;0.548987199;0.548987199;0.548987199;0.547001201
175;0.009364024;0.039792101;0.10583828;0.268491347;0.715326266;0.867091404;0.926501763;0.929245228;0.956524747;0.929840973;0.948781153;0.949016398
176;0.01402937;0.079180618;0.382330698;0.764197264;0.800893975;0.832695985;0.91270913;0.911383218;0.941115513;0.985037532;0.985037532;0.992594854
177;0.010785085;0.077416408;0.387978682;0.73448674;0.832695985;0.925785255;0.948075197;0.927456579;0.978018204;0.978018204;0.978018204;0.978018204
178;0.011393797;0.109492725;0.343899374;0.525618947;0.833065074;0.940836728;0.940709776;0.948113208;0.554428109;0.554428109;0.561740299;0.55132814
179;0.009973176;0.0858309;0.433656958;0.536110007;0.6949667;0.900855416;0.900612537;0.919201354;0.919561218;0.985037532;0.985037532;0.992480638
180;0.010481365;0.052531988;0.315047447;0.559285809;0.703401855;0.932809999;0.947992056;0.932809999;0.955234468;0.940243686;0.947757845;0.977441913
181;0.011190914;0.229090054;0.526487165;0.658429053;0.831934186;0.860996399;0.863487073;0.90303958;0.925307393;0.977556755;0.977672131;0.977672131
182;0.010379172;0.140308573;0.486818784;0.616999961;0.80967845;0.861868593;0.947368908;0.872543952;0.92685989;0.955471164;0.955705358;0.955705358
183;0.009973176;0.122576647;0.344157035;0.615692986;0.828756004;0.891232106;0.905946922;0.84810532;0.929126051;0.929126051;0.936971571;0.929960094
184;0.012813391;0.09983852;0.447180418;0.411374813;0.738129831;0.746330119;0.844078327;0.885477888;0.885477888;0.947722094;0.955354053;0.955354053
185;0.007434741;0.057501133;0.170417951;0.342713319;0.494459919;0.527095789;0.548681853;0.559726829;0.559726829;0.559726829;0.559726829;0.559726829
186;0.010379172;0.099644667;0.631596984;0.729887339;0.844456303;0.845715557;0.896477652;0.902190556;0.902190556;0.985037532;0.985037532;0.948545872
187;0.008551528;0.064626869;0.175469227;0.464891568;0.670980312;0.790235161;0.873656863;0.858876154;0.895503103;0.918121251;0.955822441;0.970965462
188;0.00612248;0.085557906;0.218557613;0.446280813;0.538164475;0.476004517;0.544507032;0.544507032;0.554232297;0.552378236;0.556182448;0.554232297
189;0.009973176;0.154112235;0.327937099;0.801541571;0.714095479;0.918481371;0.985037532;0.977787497;0.992480638;1;1;1
